conv1,data,1,11,4,96,0
cccp1,conv1,1,1,1,96,0
cccp2,cccp1,1,1,1,96,0
conv2,pool0,1,5,1,256,2
cccp3,conv2,1,1,1,256,0
cccp4,cccp3,1,1,1,256,0
conv3,pool2,1,3,1,384,1
cccp5,conv3,1,1,1,384,0
cccp6,cccp5,1,1,1,384,0
conv4-1024,pool3,1,3,1,1024,1
cccp7-1024,conv4,1,1,1,1024,0
cccp8-1024,cccp7,1,1,1,1000,0
